text,l1,l2,l3
"Tapukok Lake is narrow glacial lake on the Mistik Creek chain above the Vamp Creek confluence. It is approximately 19 kilometres (12 mi) northeast of Bakers Narrows and is situated in the Hudson Bay drainage basin in the Northern Region of Manitoba, Canada. It is surrounded by the Churchill River Upland portion of the Midwestern Canadian Shield forests which consist of mixed deciduous and coniferous trees. The area around the lake consists of rocky parallel ridges with poorly drained areas of muskeg and irregular stony shorelines due to intense glaciation. The lake is situated on the well known \""Mistik Creek Loop\"", a remote canoe route 80 kilometres (50 mi) in length which can be paddled in four days.",Place,BodyOfWater,Lake
"Lake Letas is the largest lake in Vanuatu, located in the center of the volcanic island of Gaua of the Banks Islands in northern Vanuatu. The place submitted an application to be considered an UNESCO World Heritage Site in 2004. The lake is U-shaped, surrounding Mount Gharat on all sides except southwest. It is about 9 km long (north to south) and about 6 km wide, with an area of 19 km². It is situated in the center of the 20 km diameter island; the lake rests 418 meters above sea level and it is 119 meters deep. It is a fresh water lake with a temperature of 32° Celsius, where only eels and shrimps can survive. The water in the lake is not very clear, but has a greenish color. Water constantly flows out of the lake at a natural overflow located on the eastern side of the lake. The water flows about 3 km east to Siri Waterfall and then another 3 km through rivers Namang or Be Solomul before it reaches the sea. Local people say there is a canoe at the top of the lake which is used to cross the lake from the eastern side to get to Mount Gharat. The canoe is sometimes located on the eastern edge of the lake (near the water overflow), or sometimes on the north-eastern edge of the lake (nearest Gaua Airport). A rough estimate of the water flow rate out of the lake (during the dry season month of August 2006) was approximately 3 cubic meters per second. In the 1980s it was suggested that the lake could be used as a resource for power generation to supply industrial developments but later the Tourism Council of the South Pacific has suggested that the lake should be included in Vanuatu's protected area system. The Department of Physical Planning and Environment is currently considering the status of protected area to the lake.",Place,BodyOfWater,Lake
"Island Pond (sometimes referred to locally as Big Island Pond) is a 532-acre (215 ha) water body located in Rockingham County in southern New Hampshire, in the towns of Derry, Hampstead and Atkinson. The pond is near the head of the Spicket River watershed, which feeds the Merrimack River in Lawrence, Massachusetts. The pond was formed from the merger of two smaller bodies of water in 1878, when a dam raised the water level by 8.5 feet. The pond is named for Governor's Island, a 200-acre (80 ha) island that lies within it. The island in turn is named for Benning Wentworth, colonial governor of New Hampshire, who built a summer residence on the north end of the island. A smaller island is named after the Native American chief Escumbuit. The lake is classified as a cold- and warmwater fishery and contains largemouth and smallmouth bass, brook trout, rainbow trout, brown trout, chain pickerel, horned pout, white perch, black crappie, and bluegill.",Place,BodyOfWater,Lake
"The Mann Lakes are two lakes in Alberta. The more southerly Upper Mann Lake lies at 54°08′37″N 111°30′57″W﻿ / ﻿54.14361°N 111.51583°W, and just north of it, the more northerly Lower Mann Lake at 54°10′N 111°30′W﻿ / ﻿54.167°N 111.500°W.",Place,BodyOfWater,Lake
"Lac La Belle (French: \""Lake Beautiful\""), is the name given to both a lake and a small unincorporated community in Keweenaw County in the U.S. state of Michigan. The town was originally the site of a stamping plant for the copper mines of the Keweenaw, specifically the Mendota Mine and the Delaware Mine. Copper-bearing rock was transported from the mines to the stamping plant, where it was processed and loaded onto freighters. The lake is a typical \""Canadian Shield\"" type lake averaging approximately 30 feet (9 m) deep, and empties into Lake Superior at Bete Gris, by way of both a natural channel and a dredged canal. The canal was dredged in the 1860s with funding from several copper mining companies, for use by lake freighters, carrying copper ore. The lake contains Northern Pike, Walleye, Smallmouth Bass, Perch, Bluegill, Sunfish, Rock Bass, Carp and an occasional Muskie. The Little Gratiot River and several creeks, empty into Lac La Belle. A small roadside park within the town contains Haven Falls on Haven Creek, which also empties into the lake. Lac La Belle has an active summer tourist industry, with many summer cottages and resorts. The area has many dense forests and small mountains. There are backwoods outfitters who guide hikers through these areas. In the winter, the nearby Mount Bohemia attracts skiers and snowboarders.",Place,BodyOfWater,Lake
"Kenogami lake is a long lake in the Saguenay–Lac-Saint-Jean region of south-central Quebec, Canada. Situated at an altitude of 150 m, the lake is 27 km long and 11 to 102 m deep. \""Kénogami\"" means \""long lake\"" in the Montagnais dialect and was originally used to refer to Kenogami Lake, Ontario. It is situated in the Laurentian Highlands 150 kilometres north of the Saint Lawrence River, into which it drains via the Saguenay River through the Chicoutimi and Aux-Sables Rivers. The lake is fed by dozens of small rivers coming from the Laurentian Highlands. The three principal being the Pikauba, Cyriac and Aux-Ecorces Rivers. The towns on its shores include Lac-Kénogami, and Hébertville station.",Place,BodyOfWater,Lake
"Kankareenjärvi is a small lake in Finland. It is situated in Salo in the region of Southwest Finland in the area of the former municipality of Halikko. Purilanjoki, a minor river that discharges into the Archipelago Sea, originates from the lake. Kankareenjärvi is the only lake of Halikko. A pine forest surrounds the lake. The shores of the Kankareenjärvi are partly bog, especially in the north side of the lake. There are some summer cottages and a public beach at the lake.",Place,BodyOfWater,Lake
"Odell Lake is located near Willamette Pass in the northwest corner of Klamath County, Oregon, United States. It is one of several lakes in the Cascade Range in Central Oregon, and lies within the Deschutes National Forest. It was named for Oregon Surveyor General William Holman Odell by Byron J. Pengra in July 1865 while they were making a preliminary survey for the Oregon Central Military Road, which would later become Oregon Route 58. The lake fills a basin carved by a glacier, and the resulting terminal moraine confines the water along the lake's southeast shore.",Place,BodyOfWater,Lake
"Venetjoki Reservoir (Finnish: Venetjoen tekojärvi) is a medium-sized lake in the Perhonjoki main catchment area. It is located in the Central Ostrobothnia region in Finland. The purpose of the reservoir is to prevent spring flooding in the lower parts of the river. On the river Perhonjoki there are also two smaller reservoirs, Patana Reservoir and Vissavesi Reservoir.",Place,BodyOfWater,Lake
"Lake Erçek (Turkish: Erçek Gölü; Armenian: Արճակ լիճ) is an endorheic salt lake in Van Province in eastern Turkey, about 30 kilometres (19 mi) east of Lake Van. The lake sits at an elevation of about 1,803 metres (5,915 ft), and has an area of 106.2 square kilometres (41.0 sq mi) and a mean depth of 18.45 metres (60.5 ft). The northern and western shores are steep and rocky, whereas the southern and eastern shores slope gently with mudflats and coastal plains.",Place,BodyOfWater,Lake
"The San Roque Lake is a reservoir (artificial lake) in the province of Córdoba, Argentina. It was created by the damming of several rivers, especially the Suquía and the Cosquín. It is located next to the city of Villa Carlos Paz, about 600 m above mean sea level. It has a surface area of 16 km², an average depth of 16 m, and a maximum volume of 180 million m³. The dam was initially built to provide fresh water for the capital and its surroundings. It was designed in 1884 by the engineering firm of Cassaffousth, Bialet Massé and Dumesnil, finished in 1886, and inaugurated officially in 1890. Two years later the dam was suffering from a complete lack of maintenance, however, and a political scandal erupted. The original dam was finally replaced by a newer one, located 150 m away, by an initiative of Governor Amadeo Sabattini, and completed in 1944. The newer dam was built to contain and control larger rises in water levels. When the engineers tried to demolish the original dam, the dynamite only blew the metal railing. The new dam was therefore built several meters in front of the old one. When the level of the lake is low, the upper part of the old construction can be seen.",Place,BodyOfWater,Lake
"Sheepscot Pond is the third largest lake in Waldo County, Maine. It is in the township of Palermo, on the western edge of Waldo County. The lake has a maximum depth of 132 feet with well-oxygenated water. It contains more than 20 species of fish, and has historically been stocked with salmon, lake trout, and brook trout. Attempts have been made to limit the lamprey eel population by erecting barriers during their spawning migrations. The Maine Department of Environmental Protection has rated the water quality of Sheepscot Pond as average, with total phosphorus concentrations of 5-10 parts per billion, and no significant positive or negative trend in Secchi Disk Transparencies. The lake provides water for the Palermo Fish Cultural Station.",Place,BodyOfWater,Lake
"Lough Gur (Irish: Loch Gair) is a lake in County Limerick, Ireland between the towns of Herbertstown and Bruff. The lake forms a horseshoe shape at the base of Knockadoon Hill and some rugged elevated countryside. It is one of Ireland's most important archaeological sites. Humans have lived near Lough Gur since about 3000 BC and there are numerous megalithic remains there. Grange stone circle (the largest stone circle in Ireland) and a dolmen are located near the lake. The remains of at least three crannogs are present, and remains of Stone Age houses have been unearthed (the house outlines are known as \""The Spectacles\""). A number of ring forts are found in the area, with one hill fort overlooking the lake. Some are Irish national monuments. A visitors' centre is open beside Lough Gur, along with a car park and picnic area. A gradual shore-line is present at the visitor area, with a shallow section of lake reaching up to the maintained lawn. As a result, the area is often used for water sports, though motorised craft are banned on the lake. There is a castle, or tower house (closed to visitors) near the entrance to the carpark. Named Bourchier's Castle after Sir George Bourchier, the son of the second Earl of Bath, it lies at the neck of the peninsula around which the lake washes. There is some other architecture dating from more recent times, with the ruins of an early Christian church by the road leading down to the lake. At the far end of the lake are the ruins of a Norman castle, Black Castle, which is reached by a hill-side walk along the east side of the lake. This is one of the keeps used during the Desmond Rebellions, and is probably the place where the Earl of Desmond secured his authority in 1573 after casting off his English apparel and donning Irish garments on his return to Munster from London.",Place,BodyOfWater,Lake
"Lillydale Lake (the name retaining the earliest spelling and the name of the former Lillydale Shire) is an artificial lake and wetlands area created in Lilydale, Melbourne, Australia. The park in which it is situated covers over 100 hectares and includes extensive recreational facilities. The lake covers 28 hectares with a 440 metre long dam wall. The ruins of the 1850s era Cashin's flour mill stand at the northern end of the dam wall. There are over 10 kilometres of shared trails, a community room and meeting facilities, a monster playground, toilets, barbecues and a picnic area. A boat launching ramp provides for non-powered boating. There are also two areas where dogs can exercise off leash.",Place,BodyOfWater,Lake
"Long Lake is a freshwater lake located in Thurston County, Washington, United States. It is located approximately 5.5 miles east of Olympia. It consists of two basins connected by a narrow neck. It is two miles long and has two islands, Holmes Island (13 acres) and Kirby Island (2.4 acres). Long Lake is fed by Pattison Lake and drains via Himes/Woodland Creek and Lois Lake to Henderson Inlet.",Place,BodyOfWater,Lake
"Lej Minor is a mountain lake in the Val Minor of the canton of Grisons, Switzerland. Located at an elevation of 2631 m, it is close to the Italian border.",Place,BodyOfWater,Lake
"Grand Lake is a lake in the Ottawa River drainage basin in the Unorganized West Part of Timiskaming District in Northeastern Ontario, Canada. The lake is 1.2 kilometres (0.7 mi) long and 0.4 kilometres (0.2 mi) wide and lies at an elevation of 340 metres (1,115 ft) about 15 kilometres (9 mi) south west of the community of Gowganda. The primary inflows are Wampus Creek at the southwest and an unnamed creek arriving from Fisher Lake at the west, and the primary outflow is also Wampus Creek at the northeast, which flows via the West Montreal River, the Montreal River and Lake Timiskaming to the Ottawa River.",Place,BodyOfWater,Lake
"Ward's Reservoir (or Wards Reservoir), known locally as the Blue Lagoon, is a small reservoir close to the village of Belmont, Lancashire, England. It is in the West Pennine Moors north of Bolton. The reservoir did not supply drinking water but was built to supply water to Rycroft Works in the early 19th century. It was enlarged in 1893 by Deacons who used the water to supply Belmont Bleachworks.It holds 150,000 cubic metres of water, with a surface area of 28,000 square metres, when full. Most of the reservoir is only a few feet deep, but it has a depth of about 80 feet (24 m) at its deepest point. The reservoir was drained by its owner, Belmont Holdings, in 2010, despite efforts by local residents to save it. It had fallen into a state of disrepair following the closure of the bleachworks, and was considered a flood risk by the Environment Agency. By the end of August 2010 heavy rain had refilled the reservoir, and in September 2010 it was sold for £50,000. The buyer is thought to be a Horwich-based consortium who will renovate and develop the reservoir for recreational use.",Place,BodyOfWater,Lake
"Lake Silver is a natural freshwater lake located in central Winter Haven, Florida. This lake has a 51.73-acre (209,300 m2) surface area and is completely surrounded by offices, clinics and residential areas. The lake, almost circular in shape, is surrounded on three sides by North and South Lake Silver Drive. Lake Silver Drive on the east side is also part of 1st Street North (SR 549). Lake Silver is surrounded by public land on all but its south and northwest shores. On the east side, 1st Street is only about 10 feet (3.0 m) away. On the north, North Lake Silver Drive is about 20 feet (6.1 m) away. On the entire west and southwest sides is parkland. Directly across 1st Street, to the southeast, is the Winter Haven Hospital campus. Beyond the housing to the south and across South Lake Silver Drive is the main campus of Gessler Clinic. Lake Silver has one public boat ramp directly next to the Lake Silver Amphitheater. It has no public swimming areas, but since it is surrounded by so much land, fishing may be done there. The parkland on the west and southwest shores of the lake has its own attractions that enhance the recreational value of the lake. The park has shelterhouses for picnics. On the west side a combination paved golf cart, bicycle and walking trail skirts the lake. This trail travels a considerable distance north and south of Lake Silver. Lake Silver is one of the deepest non man made lakes in all of Central Florida. Despite its rather small size compared to neighboring lakes, such as Lake Howard, that get approximately 11–12 feet (3.4–3.7 m) deep, Lake Silver measures a deep 45 feet (14 m) in some areas of the lake.",Place,BodyOfWater,Lake
"Axley Brynelson, LLP is a full-service law firm founded in 1885 with two Wisconsin offices in Madison and Waukesha. As one of Madison's oldest and most experienced law firms, Axley Brynelson represents individuals, small businesses, government entities and privately and publicly held companies.The Wisconsin Law Journal named Axley Brynelson one of the 10 largest Wisconsin law firms in its Largest Law Firms of 2009 Survey, and the firm's attorneys are regularly recognized by national and local publications including Wisconsin Super Lawyers and Rising Stars Magazine, Martindale-Hubbell peer review ratings and the 2014 edition of Best Lawyers.",Agent,Company,LawFirm
"Skadden, Arps, Slate, Meagher & Flom LLP and Affiliates (often shortened to Skadden Arps; Skadden; or SASM&F), founded in 1948, is an international law firm based in New York City. With nearly 2,000 attorneys, it is one of the highest-grossing law firms in the world. It is consistently ranked as one of the most prestigious law firms in the United States on Vault.com. Forbes magazine called Skadden \""Wall Street's most powerful law firm,\"" and the firm has been named as America's best Corporate Law firm every year since 2001.",Agent,Company,LawFirm
"Donahue Gallagher Woods LLP (Donahue) is a mid-sized, San Francisco Bay Area law firm with 34 attorneys in three offices, the largest of which is located in Oakland, California.",Agent,Company,LawFirm
Husch Blackwell LLP (formerly Husch Blackwell Sanders LLP) is a litigation and business services law firm with attorneys in offices in 19 cities.,Agent,Company,LawFirm
"Reed Smith LLP is a global law firm, with more than 1,700 lawyers in 26 offices throughout the United States, Europe, the Middle East and Asia. Its lawyers provide litigation and other dispute resolution services, deliver regulatory counsel, and execute strategic domestic and cross-border transactions. Reed Smith is an advisor to industries including financial services, life sciences, health care, advertising, technology and media, shipping, energy and natural resources, real estate, manufacturing, and education. The firm counsels 13 of the world's 15 largest commercial and savings banks; 25 of the world's 35 largest oil and gas companies; and the world's three largest pharmaceutical distribution and wholesale companies. Reed Smith's shipping practice has been designated among the most preeminent in the world, and its advertising law practice is regarded as among the legal industry's finest. In 2016, Reed Smith was listed by Law 360 as one of the Global 20 Firms, firms that have the biggest global presence and handled the largest, most groundbreaking international and cross-border matters. In 2014, revenues at Reed Smith reached a record breaking $1.15 billion. Profits per partner grew 6% to $1,200,000.00, while revenue per lawyer increased by 2% to $703,000.00.",Agent,Company,LawFirm
"Founded in 1901, Hunton & Williams LLP is a US law firm that employs more than 750 lawyers. The firm was founded in Richmond, Virginia and has 18 other offices throughout the United States, Europe, and Asia.",Agent,Company,LawFirm
"BLM LLP is an insurance and dispute resolution law firm based in the United Kingdom and Ireland, rebranded from Berrymans Lace Mawer following the merger with HBM Sayers in May 2014. BLM provides legal services in 50 areas of law, grouped into eleven key market sectors: brokers, construction and property, general insurance, healthcare, leisure and hospitality, Lloyds and London market, manufacturing, public sector, retail, TMT and transport and logistics. BLM has 13 offices across the UK and Ireland: Birmingham, Bristol, Cardiff, Dublin, Edinburgh, Glasgow, Leeds, Liverpool, London (EC2), London (EC3), Manchester and Southampton. The firm has approximately 1,550 staff including 170 partners (as of 1 May 2014) and 630 lawyers and technical experts.",Agent,Company,LawFirm
"Nutter McClennen & Fish LLP is a long-standing law firm in Boston, Massachusetts. It was founded in 1879 by Harvard Law School classmates Samuel D. Warren and Louis Brandeis. The firm operated under the name Warren & Brandeis until 1897, although Warren left active practice in 1888 to take over his family's business. William Harrison Dunbar, son of a Harvard professor, joined the firm in 1886, and George Read Nutter joined in 1889. The firm took the name Brandeis Dunbar & Nutter in 1897 and kept that name until 1916, when Brandeis was nominated to the Supreme Court. The firm now has about 140 lawyers.",Agent,Company,LawFirm
"BakerHostetler is an American law firm founded in 1916. One of the firm's founders, Newton D. Baker, was U.S. Secretary of War during World War I and former Mayor of Cleveland, Ohio, United States.",Agent,Company,LawFirm
"Robbins Geller Rudman & Dowd LLP (\""Robbins Geller\"") is an American limited liability partnership, governed by a seven-member Executive Committee with a total of 425 employees. Founding partners are Darren J. Robbins, Paul J. Geller, Samuel H. Rudman, and Michael J. Dowd. Robbins Geller practices law related to securities fraud, corporate governance, shareholder derivative litigation, options backdating litigation, corporate takeover litigation, insurance, antitrust, consumer fraud, human rights, environment and public health, and intellectual property.[5] The firm has 10 offices located in San Diego, Atlanta, Boca Raton, Chicago, Manhattan, Melville (NY), Nashville, Philadelphia, San Francisco, and Washington, D.C.",Agent,Company,LawFirm
"Andreas Neocleous & Co LLC is Cyprus's largest law firm. It is the only Cyprus firm to appear in Legal Business's \""Euro Elite\"" listing of the 100 most influential law firms in Europe and in the list of 100 largest law firms in Europe, published by The Lawyer. It was founded in Limassol in 1965 by Andreas Neocleous and also has offices in Nicosia and Paphos in Cyprus, and in Moscow, Brussels, Kiev, Prague, Budapest in mainland Europe and a number of non-exclusive arrangements with other overseas firms in specialist sectors, such as energy. Andreas Neocleous & Co specialises in serving international businesses and organisations and its main spheres of activity are cross-border investment and finance, shipping and large-scale commercial litigation. Andreas Neocleous & Co is ranked as the leading firm in Cyprus by Legal 500, PLC Which Lawyer, Chambers Guides and IFLR 1000.The firm's Limassol office houses the Honorary Consulates of Japan and Portugal in Cyprus. Andreas Neocleous & Co LLC is an active proponent to the business community and the public in Cyprus of the benefits of genuine licensed software.The firm is widely consulted by the international press for comment and opinion regarding the Cyprus economic situation.",Agent,Company,LawFirm
"DR & AJU International Law Group LLC is a Korean-based international law firm with offices in Seoul and Singapore. Since the 2009 merger of Daeryook (DR) and AJU, the firm has expanded to over 135 attorneys and is now among the top ten firms in Korea.",Agent,Company,LawFirm
"Allen, Allen, Allen & Allen is a United States law firm based in Richmond, Virginia. Founded in 1910 in Lunenburg County, Virginia the firm now has 32 attorneys and more than 130 staff employees in 8 offices in Virginia. They have offices in Richmond, Chesterfield, Mechanicsville, Petersburg, Stafford, Fredericksburg, Charlottesville and Short Pump.",Agent,Company,LawFirm
"Gowling WLG is a multinational law firm formed by the merger of Canada-based Gowlings and UK-based Wragge Lawrence Graham & Co in February 2016, in the first multinational law firm merger co-led by a Canadian firm. Gowling WLG International Limited is an English company limited by guarantee, in which the two limited liability partnerships of Gowling WLG (Canada) LLP and Gowling WLG (UK) LLP are members. Legal services are provided by the two partnerships, which are financially separate. The structure is similar to the Swiss Verein structure used by several other major international law firms.",Agent,Company,LawFirm
"Karuhanga Tabaro & Associates Advocates commonly known as KTA Advocates & Solicitors is a Ugandan law firm headquartered in Kampala, the capital city of Uganda. It is a private legal practice firm founded in 2009. It is a discreet law firm established in 2009 with a strong network of contacts. Justus Karuhanga, the firm’s founding senior partner, in particular has a high profile having acted as a legal advisor to the president of Uganda. Edgar Tabaro, the firm’s business development partner, is the Justice and Constitutional Affairs minister of Toro Kingdom and also serves as a board member and legal brain for Uganda Communications Authority (UCA). The firm as a whole is renowned for its expertise in intellectual property, media and telecommunications, broadcasting and IT.",Agent,Company,LawFirm
"Kenna Partners is one of Nigeria's leading law firms. With head office in Lagos, and branch offices in both Abuja and Enugu, the firm is fully registered with African Financial Corporation.",Agent,Company,LawFirm
"OlsenDaines is mid-sized law firm based in the Pacific Northwest. It was founded in 1978 by Managing Partner Eric Olsen. While the bulk of its administrative staff work in the Salem, Oregon office, OlsenDaines has offices throughout Oregon and Washington. The firm specializes in bankruptcy, personal injury and social security disability law. OlsenDaines was listed as number sixty in Oregon Business' 2010 Law Firms Powerlist. In November 2010, OlsenDaines Attorney Keith Karnes was named a Rising Star by Super Lawyers. On May 5, 2011, Karnes testified before the Oregon Senate Judiciary Committee in favor of Oregon HB 2682, legislation that would bring Oregon's garnishment statute in line with the federal mandated exempt $217.50 after tax wages. Karnes was also elected as the chair of the Oregon State Bar Consumer Law Section in October 2009.",Agent,Company,LawFirm
"Herbert Smith LLP was a multinational law firm headquartered in London, United Kingdom. The firm was founded in the City of London in 1882 by Norman Herbert Smith and merged with the Australian law firm Freehills on 1 October 2012, forming Herbert Smith Freehills. At the time of the merger it had 13 offices across Europe, the Middle East and Asia, around 240 partners and 1,300 fee-earners. It was regarded as forming part of the \""Silver Circle\"" of leading British law firms.",Agent,Company,LawFirm
"Troutman Sanders LLP, founded in 1897, is an international law firm with more than 650 attorneys located in North America and Asia. The firm is organized into over forty areas of legal practice within five sections: Business Law, Energy and Industry Regulation, Finance, Litigation, and Real Estate. Stephen \""Steve\"" E. Lewis is the firm's Managing Partner. Carl E. Sanders, the former Governor of Georgia, served as Chairman Emeritus until his death in 2014.",Agent,Company,LawFirm
"Baker Botts L.L.P. is a major United States-based international law firm of around 725 lawyers, with a long, prominent history and significant political connections, claiming more than half of the Fortune 100 companies among its clients. Headquartered in One Shell Plaza in Downtown Houston, Texas, the firm has a major list of energy related clients. It is said to be the second-oldest law firm west of the Mississippi, with Rose Law Firm of Little Rock, Arkansas (founded November 1, 1820) laying claim to the title of oldest.",Agent,Company,LawFirm
"The Parliament of Romania (Romanian: Parlamentul României) is the national legislature of Romania, consisting of the Chamber of Deputies (Camera Deputaților), and the Senate (Senat). Its meeting place is at the Palace of the Parliament in Bucharest. Prior to the modification of the Constitution in 2003, the two houses had identical attributes. A text of a law had to be approved by both houses. If the text differed, a special commission (comisie de mediere) was formed by deputies and senators, that \""negotiated\"" between the two houses the form of the future law. The report of this commission had to be approved in a joint session of the Parliament. After the 2003 referendum, a law still has to be approved by both houses, but each house has designated matters it gets to deliberate before the other, in capacity of \""deciding chamber\"" (Romanian: cameră decizională). If that first chamber adopts a law proposal (relating to its competences), it is passed on to the other one, which can approve or reject. If it makes amendments, the bill is sent back to the deciding chamber, the decision of which is final. In 2009, a referendum was held to consult the population about turning the parliament into a unicameral body and reducing the number of representatives to 300. Although the referendum passed, the results are not binding, a referendum explicitly mentioning the modification of the constitution being required to achieve this.",Agent,Organisation,Legislature
The Parliament of Ghana is the legislative body of the Government of Ghana.,Agent,Organisation,Legislature
"The People's Council (Russian: Народный Совет), formerly the Supreme Council, is the legislature of the unrecognised Donetsk People's Republic.",Agent,Organisation,Legislature
"The Islamic Consultative Assembly (Persian: مجلس شورای اسلامی‎‎ Majles-e Showrā-ye Eslāmī), also called the Iranian Parliament, the Iranian Majlis (or Majles, مجلس), or the People's House (خانه ملت), is the national legislative body of Iran. The Parliament currently has 290 representatives, changed from the previous 272 seats since the 18 February 2000 election. The most recent election took place on 26 February 2016 and the new parliament was opened on 28 May 2016.",Agent,Organisation,Legislature
"The Legislative Assembly of the Province of Canada was the lower house of the legislature for the Province of Canada, which consisted of the former provinces of Lower Canada, then known as Canada East and later the province of Quebec, and Upper Canada, then known as Canada West and later the province of Ontario. It was created by The Union Act of 1840. Canada East and Canada West each elected 42 members to the assembly. The upper house of the legislature was called the Legislative Council. The first session of parliament began in Kingston in Canada West in 1841. The second parliament and the first sessions of the third parliament were held in Montreal. On April 25, 1849, rioters protesting the Rebellion Losses Bill burned the parliament buildings. The remaining sessions of the third parliament were held in Toronto. Subsequent parliaments were held in Quebec City and Toronto, except for the last session in 1866 of the eight and final parliament, which was held in Ottawa, the capital chosen for the Dominion of Canada. The British North America Act of 1867 divided the Province of Canada into the provinces of Ontario and Quebec, each province having its own Legislative Assembly, as well as representation in the Parliament of Canada.",Agent,Organisation,Legislature
"The General Council of Bucharest (Consiliul General al Municipiului Bucureşti in Romanian; Consiliul Popular al Municipiului Bucureşti from 1968 to 1989) is the legislative body of the Municipality of Bucharest, and is made up of 55 councillors elected every four years. Together with the Mayor of Bucharest and the Vice-Mayor, the General Council makes up the General City Hall of Bucharest, which is responsible for city-wide affairs, such as the water system, the transport system and the main boulevards. Bucharest is also divided into six sectors, each of which has their own 27-seat Sectorial Council and Mayor, and is responsible for local area affairs, such as secondary streets, parks, schools and the cleaning services. As of 2012, the General Council is made up of the following party composition. The Social Liberal Union forms the current government on the Council, holding 67.3% of the seats. The alliance supports the current Mayor of Bucharest, the independent Sorin Oprescu.",Agent,Organisation,Legislature
"The Urban Council (UrbCo) was a municipal council in Hong Kong responsible for municipal services on Hong Kong Island and in Kowloon (including New Kowloon). These services were provided by the council's executive arm, the Urban Services Department. The equivalent body for the New Territories was the Regional Council. The council was founded as the Sanitary Board in 1883. It was renamed the Urban Council when new legislation was passed in 1936 expanding its mandate. In 1973 the council was reorganised under non-government control and became financially autonomous. Originally composed mainly of ex officio and appointed members, by the time the Urban Council was disbanded following the Handover it was composed entirely of members elected by universal suffrage.",Agent,Organisation,Legislature
"Ampara Urban Council (AUC) is the local authority for the town of Ampara in eastern Sri Lanka. AUC is responsible for providing a variety of local public services including roads, sanitation, drains, housing, libraries, public parks and recreational facilities. It has 9 members elected using the open list proportional representation system.",Agent,Organisation,Legislature
"The All Russian Constituent Assembly (Всероссийское Учредительное собрание, Vserossiyskoye Uchreditelnoye sobraniye) was a constitutional body convened in Russia after the October Revolution of 1917. It met for 13 hours, from 4 p.m. to 5 a.m., 18–19 January [O.S. 5–6 January] 1918, whereupon it was dissolved by the All-Russian Central Executive Committee, making the Third All-Russian Congress of Soviets the new governing body of Russia.",Agent,Organisation,Legislature
"The Tennessee Senate is the upper house of the U.S. state of Tennessee's state legislature, which is known formally as the Tennessee General Assembly. The Tennessee Senate, according to the state constitution of 1870, is composed of 33 members, one-third the size of the Tennessee House of Representatives. Senators are to be elected from districts of substantially equal population. According to the constitution, a county is not to be joined to a portion of another county for purposes of creating a district; this provision has been overridden by the rulings of the Supreme Court of the United States in Baker v. Carr (369 U.S. 182, 1962) and Reynolds v. Sims (337 U.S. 356, 1964). The Tennessee constitution has been amended to allow that if these rulings are ever changed or reversed, a referendum may be held to allow the senate districts to be drawn on a basis other than substantially equal population. In 1921, Anna Lee Keys Worley became the first women to serve in the Tennessee Senate. Until 1966, Tennessee state senators served two-year terms. That year the system was changed, by constitutional amendment, to allow four-year terms. In that year, senators in even-numbered districts were elected to two-year terms and those in odd-numbered districts were elected to four-year terms. This created a staggered system in which only half of the senate is up for election at any one time. Districts are to be sequentially and consecutively numbered; the scheme basically runs from east to west and north to south. Republicans attained an elected majority in the Senate in the 104th General Assembly (2005-2007) for the first time since Reconstruction; a brief majority in the 1990s was the result of two outgoing senators switching parties.",Agent,Organisation,Legislature
The National Assembly is the lower chamber of Lesotho's bicameral Parliament.,Agent,Organisation,Legislature
"South Gloucestershire Council is the local authority of South Gloucestershire, a unitary authority in the South West of England region. As a unitary authority it has the powers of a non-metropolitan county and district council combined. As such, it is administratively separate from the rest of Gloucestershire. The council area elects 70 Councillors from 35 wards. Following the May 2015 local elections, South Gloucestershire Council comprises 40 Conservative Councillors, 16 Liberal Democrat Councillors, and 14 Labour Councillors. The current Chair of Tewkesbury Borough Council is Erica Williams (Conservative) and the current Vice Chair is Ian Blair (Liberal Democrat).",Agent,Organisation,Legislature
"The North Dakota Senate is the upper house of the North Dakota Legislative Assembly, smaller than the North Dakota House of Representatives. North Dakota is divided into between 40 and 54 legislative districts apportioned by population as determined by the decennial census. The 2000 redistricting plan provided for 47 districts, with one senator elected from each district. Senators serve 4-year terms. Elections are staggered such that half the districts have elections every 2 years. The Senate Chamber is located in the North Dakota State Capitol in Bismarck, North Dakota.",Agent,Organisation,Legislature
"The Michigan Senate is the upper house of the Michigan Legislature. The Senate consists of 38 members, who are elected from constituencies having approximately 212,400 to 263,500 residents.",Agent,Organisation,Legislature
"Bhandara Municipal Council (Marathi: भंडारा नगरपरीषद) is a civic body administrating Bhandara City in Maharashtra, India.",Agent,Organisation,Legislature
"The National Assembly (Arabic: الجمعية الوطنية‎‎; French: Assemblée Nationale) is the lower house of the bicameral Parliament of Mauritania. The legislature has 146 members, elected for five-year terms in single-seat constituencies. From 1961 until 1978, the only legal party in the country was the Mauritanian People's Party (French: Parti du Peuple Mauritanien, PPM). In the 1990s, a multiparty system was introduced in Mauritania. However, the Democratic and Social Republican Party dominated the parliament until a coup in 2005. The first truly democratic elections were held in 2006. On April 27, 2007 Messaoud Ould Boulkheir was elected speaker of the National Assembly, becoming the first black Haratine to hold the position.",Agent,Organisation,Legislature
