Y1,Y2,Y,Domain,area,keywords,Abstract
0,6,6,CS , Image processing  , cancer; computer-aided detection; image processing; imaging; OCT; surgery; surgical margins        ,"Background and Objective: Sarcomas are rare but highly aggressive tumors, and local recurrence after surgical excision can occur in up to 50% cases. Therefore, there is a strong clinical need for accurate tissue differentiation and margin assessment to reduce incomplete resection and local recurrence. The purpose of this study was to investigate the use of optical coherence tomography (OCT) and a novel image texture-based processing algorithm to differentiate sarcoma from muscle and adipose tissue. Study Design and Methods: In this study, tumor margin delineation in 19 feline and canine veterinary patients was achieved with intraoperative OCT to help validate tumor resection. While differentiation of lower-scattering adipose tissue from higher-scattering muscle and tumor tissue was relatively straightforward, it was more challenging to distinguish between dense highly scattering muscle and tumor tissue types based on scattering intensity and microstructural features alone. To improve tissue-type differentiation in a more objective and automated manner, three descriptive statistical metrics, namely the coefficient of variation (CV), standard deviation (STD), and Range, were implemented in a custom algorithm applied to the OCT images. Results: Over 22,800 OCT images were collected intraoperatively from over 38 sites on 19 ex vivo tissue specimens removed during sarcoma surgeries. Following the generation of an initial set of OCT images correlated with standard hematoxylin and eosin-stained histopathology, over 760 images were subsequently used for automated analysis. Using texture-based image processing metrics, OCT images of sarcoma, muscle, and adipose tissue were all found to be statistically different from one another (P0.001). Conclusion: These results demonstrate the potential of using intraoperative OCT, along with an automated tissue differentiation algorithm, as a guidance tool for soft tissue sarcoma margin delineation in the operating room. (C) 2017 Wiley Periodicals, Inc."
0,6,6,CS , Image processing  , Artificial bee colony; Clustering; K-means; Particle swarm optimization        ,"In the field of data analysis, clustering is a powerful technique which groups the data into different subsets using a distance function. Data belonging to the same subset are similar in nature and offer heterogeneity to the data that reside in other subsets. Clustering has proved its potentiality in various fields such as bioinformatics, pattern recognition, image processing and many more. In this paper, a two-step artificial bee colony (ABC) algorithm is proposed for efficient data clustering. In two-step ABC algorithm, the initial positions of food sources are identified using the K-means algorithm instead of random initialization. Along this, to discover the promising search areas, an improved solution search equation based on social behavior of PSO is applied in the onlooker bee phase of ABC algorithm and abandoned food source location is found by using Hooke and Jeeves-based direct search method. Five benchmark and two artificial datasets are applied to validate the proposed modifications in the ABC algorithm, and results of this study are compared with other well-known clustering algorithms. Both the experimental and statistical analyses show that improvements in ABC algorithm have an advantage over the conventional ABC algorithm for solving clustering problems."
0,6,6,CS , Image processing  , Immunosensor; Gold nanoparticles; Cancer biomarker        ,"In this work, we report the design, the development and the characterization of the analytical performances of a colorimetric smartphone-based immunosensor for the detection of cancer antigen 125 (CA125). The immunosensor was based on a sandwich strategy in which the primary antibody was immobilized by spotting onto the 3D nitrocellulose membrane. The immunospots were subsequently incubated with CA125 solutions, followed by the affinity reaction with a secondary antibody labeled with gold nanoparticles (AuNPs). The antibody-AuNPs captured onto immunospots induced the silver deposition from a silver enhancer solution leading to the formation of gold-silver nanoparticles of different grey color spots depending on CA125 concentration. The 8 megapixels smartphone camera was integrated in a home-made dark box and used as transducer of color image acquisition and data handling. The pixel intensity of the captured images was determined by an image processing algorithm. The experimental parameters involved in each step of the immunosensor design were studied and optimized, obtaining a limit of detection of 30 U/mL CA125. The selectivity of the immunoassay was proven against different concentration solutions of Vascular Endothelial Growth Factor (VEGF) antigen as an unspecific protein when a blank signal was obtained for all tested solutions. Finally, preliminary experiments in human serum samples spiked with CA125 protein were also performed. Therefore, the proposed system could represent a powerful point-of-care tool for the next generation technology for detecting and monitoring cancer biomarkers at early stages by taking advantage of nowadays gadgets with enhanced features such as smartphones."
0,6,6,CS , Image processing  , Interoperability; GelJ; Dominant markers; Population genetics; Phylogenetic trees; PopXML        ,"Background and objective: The manual transformation of DNA fingerprints of dominant markers into the input of tools for population genetics analysis is a time-consuming and error-prone task; especially when the researcher deals with a large number of samples. In addition, when the researcher needs to use several tools for population genetics analysis, the situation worsens due to the incompatibility of data formats across tools. The goal of this work consists in automating, from banding patterns of gel images, the input-generation for the great diversity of tools devoted to population genetics analysis. Methods: After a thorough analysis of tools for population genetics analysis with dominant markers, and tools for working with phylogenetic trees; we have detected the input requirements of those systems. In the case of programs devoted to phylogenetic trees, the Newick and Nexus formats are widely employed; whereas, each population genetics analysis tool uses its own specific format. In order to handle such a diversity of formats in the latter case, we have developed a new XML format, called PopXML, that takes into account the variety of information required by each population genetics analysis tool. Moreover, the acquired knowledge has been incorporated into the pipeline of the Ceti system - a tool for analysing DNA fingerprint gel images - to reach our automatisation goal. Results: We have implemented, in the Gel.J system, a pipeline that automatically generates, from gel banding patterns, the input of tools for population genetics analysis and phylogenetic trees. Such a pipeline has been employed to successfully generate, from thousands of banding patterns, the input of 29 population genetics analysis tools and 32 tools for managing phylogenetic trees. Conclusions: GelJ has become the first tool that fills the gap between gel image processing software and population genetics analysis with dominant markers, phylogenetic reconstruction, and tree editing software. This has been achieved by automating the process of generating the input for the latter software from gel banding patterns processed by GelJ. (C) 2016 Elsevier Ireland Ltd. All rights reserved."
0,6,6,CS , Image processing  , Coding; Clustering; Document analysis; Evolving languages; Image processing; Italian language; Language recognition; Statistical analysis        ,"This paper introduces a new method for clustering of documents, which have been written in a language evolving during different historical periods, with an example of the Italian language. In the first phase, the text is transformed into a string of four numerical codes, which have been derived from the energy profile of each letter, defining the height of the letters and their location in the text line. Each code represents a gray level and the text is codified as a 1-D image. In the second phase, texture features are extracted from the obtained image in order to create document feature vectors. Subsequently, a new clustering algorithm is employed on the feature vectors to discriminate documents from different historical periods of the language. Experiments are performed on a database of Italian documents given in Italian Vulgar and modern Italian. Results demonstrate that this proposed method perfectly identifies the historical periods of the language of the documents, outperforming other well-known clustering algorithms generally adopted for document categorization and other state-of-the-art text-based language models."
0,6,6,CS , Image processing  , Gas turbines; Spark ignition; Premixed flames; Flame propagation; Lightround; Annular combustion chambers        ,"The ignition behaviour of a multiple-burner annular combustion chamber consisting of 12 or 18 bluff body premixed methane-air swirl burners was investigated experimentally. The study focusses on the mechanism of lightround, namely the burner-to-burner flame propagation. Side visualization of the spreading flame by 5 kHz OH* chemiluminescence showed that propagation from burner to burner did not follow a purely azimuthal direction, but a sawtooth pattern with downstream and sideways motion from one burner to the following, bringing flame to the downstream part of the recirculation zone of the adjacent burner before being convected upstream leading to full burner ignition. This pattern was more pronounced when the burners where fitted with swirlers. Top visualization and image processing were used to quantify the speed of lightround as a function of inter-burner spacing, bulk velocity, equivalence ratio, and swirling feature. It was found that flame spread from burner to burner following two balanced modes of propagation. These are turbulent flame propagation combined with volumetric expansion in the inter-burner region and convection within the next un-ignited burner. The results presented in this paper bring new insights into the ignition of realistic gas turbines. (C) 2017 The Authors. Published by Elsevier Inc. on behalf of The Combustion Institute."
0,6,6,CS , Image processing  , Bacteria; Screening; Fluorescence; Diagnosis; Automation; Imaging; Image processing; High-throughput; Coating        ,"Typing and classification of Escherichia coli (E. coli) according to cell wall components, like polysaccharides, is routinely done by serotyping. Given the presence of 188 known O-antigens, this process is complex. The authors present a proof-of-concept planar microbead array for multiplexed O-serotyping. Ten clinically relevant E. coli serotypes associated with high risk for diarrhea in humans were examined (O26, O55, O78, O118, O124, O127, O128, O142, O145 and O157). Antisera were assigned to specific microbead populations, which can be differentiated by size and fluorescence color. Automatted image processing and data analysis were conducted by a microscopic interpretation platform. Homogenous antiserum coating of the microbeads was demonstrated by an intra-population CV that ranges from 3.3 to 6.3% and by an inter-population CV of 9.5%. Typical detections limits are in the range from 0.31 to 0.71 refMFI. Significantly elevated fluorescence signals revealed that E. coli of a certain serogroup bound specifically to microbeads with the matching antiserum (p < 0.001). In our perception, the method represents a viable diagnostic tool for automated multiplex serotyping of E. coli. It enables simultaneous and high-throughput screening for different O-antigens by a simple staining and binding protocol."
0,6,6,CS , Image processing  , Hyperspectral remote sensing images; content-based image retrieval; endmember extraction; similarity measurement; SID-SAM mixed measure        ,"With the rapid development of remote sensing technology, searching the similar image is a challenge for hyperspectral remote sensing image processing. Meanwhile, the dramatic growth in the amount of hyperspectral remote sensing data has stimulated considerable research on content-based image retrieval (CBIR) in the field of remote sensing technology. Although many CBIR systems have been developed, few studies focused on the hyperspectral remote sensing images. A CBIR system for hyperspectral remote sensing image using endmember extraction is proposed in this paper. The main contributions of our method are that: (1) the endmembers as the spectral features are extracted from hyperspectral remote sensing image by improved automatic pixel purity index (APPI) algorithm; (2) the spectral information divergence and spectral angle match (SID-SAM) mixed measure method is utilized as a similarity measurement between hyperspectral remote sensing images. At last, the images are ranked with descending and the top-M retrieved images are returned. The experimental results on NASA datasets show that our system can yield a superior performance."
0,6,6,CS , Image processing  , FPGA; Run-time-reconfigurable; Variable-precision; Vedic mathematics; Karatsuba        ,"In today's world, high-power computing applications such as image processing, digital signal processing, graphics, robotics require enormous computing power. These applications use matrix operations, especially matrix multiplication. Multiplication operations require a lot of computational time and are also complex in design. We can use field-programmable gate arrays as low-cost hardware accelerators along with a low-cost general-purpose processor instead of a high-cost application-specific processor for such applications. In this work, we employ an efficient Strassen's algorithm for matrix multiplication and a highly efficient run-time-reconfigurable floating-point multiplier for matrix element multiplication. The run-time-reconfigurable floating-point multiplier is implemented with custom floating-point format for variable-precision applications. A very efficient combination of Karatsuba algorithm and Urdhva Tiryagbhyam algorithm is used to implement the binary multiplier. This design can effectively adjust the power and delay requirements according to different accuracy requirements by reconfiguring itself during run time."
0,6,6,CS , Image processing  , Ash morphometry; Phreatomagmatic fragmentation; Discriminant analysis; Factor analysis        ,"The style and dynamics of volcanic eruptions control the level and type of hazards posed for local populations and can have a temporary long-range impact on climate if eruptions are extremely energetic. The purpose of this study is to provide a statistical approach to ash morphometrics in order to provide a means by which to evaluate diverse eruption styles and mechanisms of fragmentation. The methodology presented can be applied to tephra deposits worldwide and may aid volcanic hazard mitigation by better defining a volcano's history of explosive behavior. Ash-sized grains were collected from tephra deposits on Mount Erebus, Antarctica (99% of the total data variance, is interpreted to represent a continuum between fragmentations involving water-magma interaction (""wet"") to grains that were formed predominately by magmatic (""dry"") fragmentation mechanisms. The Taupo Hatepe ash, which was deposited from a phreatoplinian eruption column, has the highest factor values in the array, which signifies, in part, more rectangular/blocky morphologies with smooth grain edges. Factor values for the 2009 Redoubt eruption (events 2-4) are nearly as high as Hatepe ash and based on this we suggest that it was produced, in part, by phreatomagmatic fragmentation. This is supported by field observations that document melting and eruption through glacial ice during the early phases of the 2009 activity. Redoubt ash grains from later stages of the same eruption (events 9-18) show a significant shift to lower values in factor space (more irregular/vesiculated grains) and are interpreted to be a consequence of 'dryer' conditions. Coarse ash data from Mount Erebus are completely separated from Taupo and Redoubt grains in factor space due primarily to the difference in mean gray value, which is a proxy for vesicle density and size. The vesicle characteristics (larger and deeper) are consistent with documented strombolian-style activity and the scatter in grain shape data support fragmentation by a mixture of wet and dry processes as has previously been proposed based on deposit characteristics and resemblance to tephra produced by current activity. (C) 2017 Elsevier B.V. All rights reserved."
0,6,6,CS , Image processing  , Image Processing; Soft segmentation; digital compositing; image manipulation; layer decomposition; color manipulation; color unmixing; green-screen keying        ,"We present a new method for decomposing an image into a set of soft color segments that are analogous to color layers with alpha channels that have been commonly utilized in modern image manipulation software. We show that the resulting decomposition serves as an effective intermediate image representation, which can be utilized for performing various, seemingly unrelated, image manipulation tasks. We identify a set of requirements that soft color segmentation methods have to fulfill, and present an in-depth theoretical analysis of prior work. We propose an energy formulation for producing compact layers of homogeneous colors and a color refinement procedure, as well as a method for automatically estimating a statistical color model from an image. This results in a novel framework for automatic and high-quality soft color segmentation that is efficient, parallelizable, and scalable. We show that our technique is superior in quality compared to previous methods through quantitative analysis as well as visually through an extensive set of examples. We demonstrate that our soft color segments can easily be exported to familiar image manipulation software packages and used to produce compelling results for numerous image manipulation applications without forcing the user to learn new tools and workflows."
0,6,6,CS , Image processing  , SAR; compressive sensing; multiple measurement vector        ,"In recent decades, compressive sensing (CS) is a popular theory for studying the inverse problem, and has been widely used in synthetic aperture radar (SAR) image processing. However, the computation complexity of CS-based methods limits its wide applications in SAR imaging. In this paper, we propose a novel sparse SAR imaging method using the Multiple Measurement Vectors model to reduce the computation cost and enhance the imaging result. Based on using the structure information and the matched filter processing, the new CS-SAR imaging method can be applied to high-quality and high-resolution imaging under sub-Nyquist rate sampling with the advantages of saving the computational cost substantially both in time and memory. The results of simulations and real SAR data experiments suggest that the proposed method can realize SAR imaging effectively and efficiently."
0,6,6,CS , Image processing  , Image enhancement; image quality; image representation; image sharpening; morphological filters (MFs)        ,"The perceptual adaptation of the image (PAI) is introduced by inspiration from Chevreul-Mach Bands (CMB) visual phenomenon. By boosting the CMB assisting illusory effect on boundaries of the regions, PAI adapts the image to the perception of the human visual system and thereof increases the quality of the image. PAI is proposed for application to standard images or the output of any image processing technique. For the implementation of the PAI on the image, an algorithm of morphological filters (MFs) is presented, which geometrically adds the model of CMB effect. Numerical evaluation by improvement ratios of four no-reference image quality assessment (NR-IQA) indexes approves PAI performance where it can be noticeably observed in visual comparisons. Furthermore, PAI is applied as a postprocessing block for classical morphological filtering, weighted morphological filtering, and median morphological filtering in cancelation of salt and pepper, Gaussian, and speckle noise from MRI images, where the above specified NR-IQA indexes validate it. PAI effect on image enhancement is benchmarked upon morphological image sharpening and high-boost filtering."
0,6,6,CS , Image processing  , Computer-assisted interventions; Image-guided therapy; Ultrasound; Interoperability; OpenIGTLink; MITK        ,"Due to rapid developments in the research areas of medical imaging, medical image processing and robotics, computer-assisted interventions (CAI) are becoming an integral part of modern patient care. From a software engineering point of view, these systems are highly complex and research can benefit greatly from reusing software components. This is supported by a number of open-source toolkits for medical imaging and CAI such as the medical imaging interaction toolkit (MITK), the public software library for ultrasound imaging research (PLUS) and 3D Slicer. An independent inter-toolkit communication such as the open image-guided therapy link (OpenIGTLink) can be used to combine the advantages of these toolkits and enable an easier realization of a clinical CAI workflow. MITK-OpenIGTLink is presented as a network interface within MITK that allows easy to use, asynchronous two-way messaging between MITK and clinical devices or other toolkits. Performance and interoperability tests with MITK-OpenIGTLink were carried out considering the whole CAI workflow from data acquisition over processing to visualization. We present how MITK-OpenIGTLink can be applied in different usage scenarios. In performance tests, tracking data were transmitted with a frame rate of up to 1000 Hz and a latency of 2.81 ms. Transmission of images with typical ultrasound (US) and greyscale high-definition (HD) resolutions of and is possible at up to 512 and 128 Hz, respectively. With the integration of OpenIGTLink into MITK, this protocol is now supported by all established open-source toolkits in the field. This eases interoperability between MITK and toolkits such as PLUS or 3D Slicer and facilitates cross-toolkit research collaborations. MITK and its submodule MITK-OpenIGTLink are provided open source under a BSD-style licence (http://mitk.org)."
0,6,6,CS , Image processing  , random and systematic error; correlation coefficient; eigenanalysis; sparse data; isomorphism; classification; dimensionality reduction        ,"Composite data sets measured on different objects are usually affected by random errors, but may also be influenced by systematic (genuine) differences in the objects themselves, or the experimental conditions. If the individual measurements forming each data set are quantitative and approximately normally distributed, a correlation coefficient is often used to compare data sets. However, the relations between data sets are not obvious from the matrix of pairwise correlations since the numerical value of the correlation coefficient is lowered by both random and systematic differences between the data sets. This work presents a multidimensional scaling analysis of the pairwise correlation coefficients which places data sets into a unit sphere within low-dimensional space, at a position given by their CC* values [as defined by Karplus & Diederichs (2012), Science, 336, 1030-1033] in the radial direction and by their systematic differences in one or more angular directions. This dimensionality reduction can not only be used for classification purposes, but also to derive data-set relations on a continuous scale. Projecting the arrangement of data sets onto the subspace spanned by systematic differences (the surface of a unit sphere) allows, irrespective of the random-error levels, the identification of clusters of closely related data sets. The method gains power with increasing numbers of data sets. It is illustrated with an example from low signal-to-noise ratio image processing, and an application in macromolecular crystallography is shown, but the approach is completely general and thus should be widely applicable."
0,6,6,CS , Image processing  , electro-oculography; infrared detectors; cameras; medical image processing; diseases; vision defects; iris recognition; feature extraction; video-oculography; disease progress diagnostic information; vergence eye movement regression; Parkinson disease; PD; webcam-based VOG system; head-mounted IR-based VOG system; BioID dataset; image processing; face detection; facial feature localisation; iris localisation; JAZZ-novo head-mounted device; IR sensor; IR head-mounted devices        ,"Video-oculography (VOG) is a tool providing diagnostic information about the progress of the diseases that cause regression of the vergence eye movements, such as Parkinson's disease (PD). The majority of the existing systems are based on sophisticated infra-red (IR) devices. In this study, the authors show that a webcam-based VOG system can provide similar accuracy to that of a head-mounted IR-based VOG system. They also prove that the authors' iris localisation algorithm outperforms current state-of-the-art methods on the popular BioID dataset in terms of accuracy. The proposed system consists of a set of image processing algorithms: face detection, facial features localisation and iris localisation. They have performed examinations on patients suffering from PD using their system and a JAZZ-novo head-mounted device with IR sensor as reference. In the experiments, they have obtained a mean correlation of 0.841 between the results from their method and those from the JAZZ-novo. They have shown that the accuracy of their visual system is similar to the accuracy of IR head-mounted devices. In the future, they plan to extend their experiments to inexpensive high frame rate cameras which can potentially provide more diagnostic parameters."
0,6,6,CS , Image processing  , document image processing; handwritten text line segmentation; projection profile; off-line cursive script recognition        ,"Document image segmentation into text lines is one of the stages in unconstrained handwritten document recognition. This paper presents a new algorithm for text line separation in handwriting. The developed algorithm is based on a method using the projection profile. It employs thresholding, but the threshold value is variable. This permits determination of low or overlapping peaks of the graph. The proposed technique is shown to improve the recognition rate relative to traditional methods. The algorithm is robust in text line detection with respect to different text line lengths."
0,6,6,CS , Image processing  , Feature extraction; hyperspectral imagery classification; local binary patterns (LBPs)        ,"The local binary pattern (LBP) is a simple and efficient texture descriptor for image processing. Recently, LBP has been introduced for feature extraction of hyperspectral imagery. Specifically, the LBP codes are extracted from the 2-D band images to capture the spatial correlation among neighboring pixels, and then the statistical histogram features from all bands, which could estimate the underlying distribution in local area, are concatenated together for pixel-wise classification. However, since hyperspectral imagery contains rich spectral and spatial information, which is actually a 3-D data cube, the 2-D LBP (2-DLBP) model cannot fully exploit the joint spectral-spatial structure. In this paper, the 2-DLBP has been extended into 3-D LBP (3-DLBP) model through forming a 3-D regular octahedral frame to characterize the spectral-spatial relationship. In order to reflect the local continuous property of hyperspectral data in both the spectral and spatial domains, while ensuring the rotational invariance of the 3-DLBP model, the code patterns of 3-DLBP model have been divided into eight groups (including seven groups of ""dense"" patterns and one group of ""nondense"" patterns) based on the consistency of spectral-spatial topology structure. Specifically, the patterns in seven ""dense"" groups correspond to the microstructures in the 3-D domains (such as spots, edges, and flat areas), which has a high percentage in all the 3-DLBP patterns, while the rest patterns are aggregated and treated as the ""nondense"" patterns. The proposed method is thus called 3-D dense LBP (3-(DLBP)-L-2) model. Moreover, instead of taking zero as the hard threshold, a slack variable has been introduced to enable the difference between the central pixel and the neighboring ones varying in a small interval, which could greatly decrease the impact of spectral variability and noise, and the discriminative power of the features has been further boosted. The slack threshold-based 3-(DLBP)-L-2 model is named ST-3-(DLBP)-L-2. A series of experiments is conducted on three real hyperspectral imageries to demonstrate the effectiveness of the proposed two 3-(DLBP)-L-2-based methods. The experimental results show that the performance of the proposed ST-3-(DLBP)-L-2 is significantly superior to that of 2-DLBP, which is also better than the 3-(DLBP)-L-2 model and several state-of-the-art hyperspectral classification methods."
0,6,6,CS , Image processing  , Computational fluid dynamics; Finite element analysis; Mouse placental blood flow; Feto-placental circulation        ,"In this study, three-dimensional (3D) blood flow of the feto-placental vasculature system of the mouse placenta was investigated using computational fluid dynamics (CFD) methods and finite element analysis. Micro computerized tomography (micro-CT) images were used to acquire the 3D geometry of the feto-placental vasculature system, and image-processing software has been used to calculate the 3D morphology of the placenta. The flow was analyzed numerically and compared to the experimental data received from the same model. The numerical and experimental results agree well. Experimentally measured time dependent blood velocity data, available in the literature, was used as the inlet boundary condition to represent the fetal blood pulsatile flow. Velocity profiles and pressure distributions are investigated during different phases of the unsteady flow. The results clearly illustrate the important role of the vasculature structure (e.g., diameter and curvature) in the fetal hemodynamics, which to our knowledge has not been examined previously. The data also show that, at each bifurcation, the blood flow velocity decreases significantly in the transition from the parent vessel (i.e., umbilical artery) to the daughter vessels because of the higher total cross-sectional area of the daughter vessels compared to the parent vessel. It can also be observed that pressure drop at the umbilical artery and pressure drop across the arterial trees obtained in this study agree well with the physiological data reported in the literature. Moreover, the velocity profiles after each bifurcation are symmetric. Finally, from the results no secondary flow has been observed in the vasculature system. This study provides a foundation in understanding and modeling the complex structure of the feto-placental vasculature system and serves as a first step towards developing new concepts for computational analysis of the feto-placental vasculature systems of both human and mouse to better understand how the placenta functions and how gas and nutrient exchange between the mother and fetus. Published by Elsevier Inc."
0,6,6,CS , Image processing  , Random field; Local spectrum; Local coherence; Colour texture; Wavelets        ,"In this article we propose a novel framework for the modelling of non-stationary multivariate lattice processes. Our approach extends the locally stationary wavelet paradigm into the multivariate two-dimensional setting. As such the framework we develop permits the estimation of a spatially localised spectrum within a channel of interest and, more importantly, a localised cross-covariance which describes the localised coherence between channels. Associated estimation theory is also established which demonstrates that this multivariate spatial framework is properly defined and has suitable convergence properties. We also demonstrate how this model-based approach can be successfully used to classify a range of colour textures provided by an industrial collaborator, yielding superior results when compared against current state-of-the-art statistical image processing methods."
6,3,128,biochemistry , Immunology  , dsRNA virus; RNA-RNA interactions; orbivirus genome assembly; segmented genome sorting and packaging; reverse genetics; Immunology and Microbiology Section; Immune response; Immunity        ,"Viruses with segmented RNA genomes must package the correct number of segments for synthesis of infectious virus particles. Recent studies suggest that the members of the Reoviridae family with segmented double-stranded RNA genomes achieve this challenging task by forming RNA networks of segments prior to their recruitment into the assembling capsid albeit direct evidence is still lacking. Here, we investigated the capability of virus recovery by preformed complexes of ten RNA segments of Epizootic Haemorrhagic Disease Virus ( EHDV), a Reoviridae member, by transcribing exact T7 cDNA copies of genomic RNA segments in a single in vitro reaction followed by transfection of mammalian cells. The data obtained was further confirmed by RNA complexes generated from Bluetongue virus, another family member. Formation of RNA complexes was demonstrated by sucrose gradient ultracentrifugation, and RNA-RNA interactions inherent to the formation of the RNA complexes were demonstrated by electrophoretic mobility shift assay. Further, we showed that disruption of RNA complex formation inhibits virus recovery, confirming that recruitment of complete RNA networks is essential for packaging and consequently, virus recovery. This efficient reverse genetics system will allow further understanding of evolutionary relationships of Reoviridae members and may also contribute to development of antiviral molecules."
6,3,128,biochemistry , Immunology  , HLA-DRB1; Pemphigus Vulgaris; Rheumatoid Arthritis; Shared Epitope; Review        ,"Human leukocyte antigens (HLA) have been extensively studied as being antigen presenting receptors, but many aspects of their function remain elusive, especially their association with various autoimmune diseases. Here we discuss an illustrative case of the reciprocal relationship between certain HLA-DRB1 alleles and two diseases, rheumatoid arthritis (RA) and pemphigus vulgaris (PV). RA is strongly associated with HLA-DRB1 alleles that encode a five amino acid sequence motif in the 70-74 region of the DR beta chain, called the shared epitope (SE), while PV is associated with the HLA-DRB1*04:02 allele that encodes a different sequence motif in the same region. Interestingly, while HLA-DRB1*04: 02 confers susceptibility to PV, this and other alleles that encode the same sequence motif in the 70-74 region of the DR beta chain are protective against RA. Currently, no convincing explanation for this antagonistic effect is present. Here we briefly review the immunology and immunogenetics of both diseases, identify remaining gaps in our understanding of their association with HLA, and propose the possibility that the 70-74 DR beta epitope may contribute to disease risk by mechanisms other than antigen presentation."
6,3,128,biochemistry , Immunology  , Home intervention; Health; Harmful respiratory agents; Asthma; Allergens; Pollutants; Molds        ,"Home health care workers interventions have been implemented in western countries to improve health status of patients with respiratory diseases especially asthma and allergic illnesses. Twenty-six controlled studies dealing with prevention and control of these diseases through home environmental interventions were reviewed. After a comprehensive description of the characteristics of these studies, the effectiveness of each intervention was then evaluated in terms of participants' compliance with the intervention program, improvement of quality of the indoor environment, and finally improvement of health outcomes, in detailed tables. Limitations and biases of the studies are also discussed. Overall, this review aims at giving a toolbox for home health care workers to target the most appropriate measures to improve health status of the patient depending on his and/or her environment and disease. Only a case-by-case approach with achievable measures will warrant the efficacy of home interventions. This review will also provide to the research community a tool to better identify targets to focus in future evaluation studies of home health care workers action. (C) 2016 American Academy of Allergy, Asthma & Immunology (J Allergy Clin Immunol Pract 2017;5:66-79)"
6,3,128,biochemistry , Immunology  , antithymocyte globulin; graft-versus-host disease; allogeneic hematopoietic cell transplantation; meta-analysis; Immunology; and Microbiology Section; Immune response; Immunity        ,"Graft-versus-host disease (GVHD) is a serious complication associated with allogeneic hematopoietic cell transplantation (allo-HCT). Antithymocyte globulin (ATG) is widely used prior to allo-HCT for GVHD prevention, though evidence of its efficacy remains unclear. We therefore identified nine randomized controlled trials (RCTs), enrolling 1089 patients (554 in the ATG group and 535 in the non-ATG group) to conduct a meta-analysis of the actions of ATG in allo-HCT. A relative risk or risk ratio (RR) and 95% confidence interval (CI) were calculated for each outcome. Rabbit ATG reduced overall acute (a) GVHD (RR 0.77, 95% CI 0.67-0.89, P = 0.0004), grade III-IV aGVHD (RR 0.53, 95% CI 0.32-0.88, P = 0.01), overall chronic (c) GVHD (RR 0.52, 95% CI 0.42-0.64, P < 0.00001) and extensive cGVHD (RR 0.28, 95% CI 0.180.43, P < 0.00001), without increased risk of relapse (RR 1.17, 95% CI 0.91-1.49, P = 0.23). By contrast, horse ATG did not reduce overall aGVHD (RR 1.25, 95% CI 0.88-1.79, P = 0.22) or cGVHD (RR 1.67, 95% CI 0.96-2.91, P = 0.07). ATG marginally reduced 100-day transplant related mortality (RR 0.75, 95% CI 0.56-1.00, P = 0.05) without compromising overall survival or increased risk of infections. Further studies are required to evaluate the optimal dosage and formulation of ATG in different conditioning regimens of transplantation with varied sources of graft and donor."
6,3,128,biochemistry , Immunology  , Streptococcus pneumoniae; pneumococci; protein antigens; sera; immunology; PspC; PspA; vaccine; pilus; antibody        ,"Background. Several Streptococcus pneumoniae proteins play a role in pathogenesis and are being investigated as vaccine targets. It is largely unknown whether naturally acquired antibodies reduce the risk of colonization with strains expressing a particular antigenic variant. Methods. Serum immunoglobulin G (IgG) titers to 28 pneumococcal protein antigens were measured among 242 individuals aged= 30 days after serum collection, and the antigen variant in each pneumococcal isolate was determined using genomic data. We assessed the association between preexisting variant-specific antibody titers and subsequent carriage of pneumococcus expressing a particular antigen variant. Results. Antibody titers often increased across pediatric groups before decreasing among adults. Individuals with low titers against group 3 pneumococcal surface protein C (PspC) variants were more likely to be colonized with pneumococci expressing those variants. For other antigens, variant-specific IgG titers do not predict colonization. Conclusion. We observed an inverse association between variant-specific antibody concentration and homologous pneumococcal colonization for only 1 protein. Further assessment of antibody repertoires may elucidate the nature of antipneumococcal antibody-mediated mucosal immunity while informing vaccine development."
6,3,128,biochemistry , Immunology  , Bactrian camels; Palatine tonsils; SIgA ASC; IgG ASC; Distribution; Age        ,"Secretory immunoglobulin A (SIgA) antibody-secreting cells (ASCs) are the major effector cells of mucosal immunity, and immunoglobulin G (IgG) ASCs are also associated with mucosal immunity. This study aimed to explore the distribution of these 2 ASC populations in the palatine tonsils of Bactrian camels of different ages. Eighteen Bactrian camels were divided into the following three age groups: pubertal (3-5 years), middle-aged (6-16 years) and old (17-20 years). SIgA and IgG ASCs within different sites of the palatine tonsils were observed through histological and immunohistochemical techniques, and their densities were analyzed using statistical methods. The results from all age groups showed that both the SIgA and IgG ASCs were primarily distributed in the subepithelial compartments of the reticulated crypt epithelium and secondarily distributed in the subepithelial compartments of the stratified surface squamous epithelium, with a few ASCs located in the extrafollicular region. Their densities in these three areas were significantly decreased in turn (P<0.05). However, the densities of SIgA ASCs were significantly higher than IgG ASCs in the same regions (P<0.05), and the densities of both ASC populations decreased with age. The results confirmed that Bactrian camel palatine tonsils are the primary mucosal immune organ producing SIgA ASCs, and the subepithelial compartment of the reticulated crypt epithelium is the primary region for the colonization and functional activity of SIgA and IgG ASCs."
